arid,era5_bias,era5_corr,era5_nse,era5_rmse,era5_ub_rmse,gleam_bias,gleam_corr,gleam_nse,gleam_rmse,gleam_ub_rmse,ml_bias,ml_corr,ml_nse,ml_rmse,ml_ub_rmse,region,temp
3.871,8.44,-0.098,-0.717,-5733.055,0.024,-0.166,0.594,0.352,106.088,0.015,3.471,0.462,0.129,-4082.889,0.017,NAmerica,288.83
0.867,-0.941,0.37,-0.256,161.08,0.015,0.065,0.596,0.356,341.215,0.015,-1.065,0.526,0.21,127.751,0.012,NAmerica,287.77
1.463,0.67,0.071,-0.297,448.303,0.021,4.508,0.5,0.246,23667.77,0.017,0.077,0.408,0.166,359.594,0.017,NAmerica,289.26
1.463,-0.759,0.266,0.026,169.435,0.018,-66.714,0.574,0.33,-283149.139,0.016,-0.741,0.467,0.207,152.832,0.016,NAmerica,289.26
1.857,-1.741,0.155,-0.004,27316.915,0.02,-0.387,0.172,0.018,-523.85,0.015,5.557,0.465,0.191,24519.532,0.018,NAmerica,288.213
1.857,7.85,0.225,0.042,-338470.046,0.019,-0.829,0.214,-0.23,821.587,0.012,-79.218,0.466,0.19,-311273.877,0.017,NAmerica,288.213
2.568,-0.409,0.104,-0.279,-801.054,0.018,-1.032,0.142,-0.302,-167.141,0.013,0.345,0.39,0.135,-658.526,0.014,NAmerica,278.789
3.394,-0.844,-0.089,-1.762,-133.415,0.019,-3.345,-0.13,-1.737,-1646.412,0.011,-0.794,0.264,0.069,-77.443,0.011,NAmerica,288.336
3.394,-0.863,-0.078,-1.676,-117.487,0.019,1.066,0.243,-0.839,141.225,0.014,-0.819,0.311,0.093,-68.403,0.011,NAmerica,288.336
3.394,2.529,-0.152,-1.419,-1547.83,0.011,-0.912,0.123,-0.295,-817.971,0.015,13.391,0.144,-0.006,-998.059,0.007,NAmerica,288.336
3.394,-1.727,-0.008,-0.638,133.294,0.013,-1.743,0.176,-0.167,8012.644,0.016,-0.871,0.3,0.089,99.437,0.01,NAmerica,288.336
3.394,-1.197,-0.058,-0.875,-1222.483,0.018,-0.733,0.263,-0.115,-638.305,0.013,0.681,0.172,0.026,-881.106,0.013,NAmerica,288.336
3.394,1.267,-0.07,-0.677,9644.836,0.02,-0.072,0.375,0.125,1419.183,0.029,-12.261,0.297,0.079,7147.012,0.015,NAmerica,288.336
3.394,-0.975,-0.025,-0.829,-155.298,0.017,-1.002,0.271,-0.116,-730.906,0.011,-0.818,0.341,0.103,-108.742,0.012,NAmerica,288.336
5.918,-1.398,-0.085,-0.14,-717.871,0.033,-1.188,0.178,-0.34,-565.323,0.01,-0.777,0.377,0.05,-655.38,0.03,NAmerica,290.091
5.918,-1.288,-0.021,-0.728,-250.728,0.013,-1.815,-0.061,-3.969,1054.094,0.021,-0.83,0.272,0.071,-183.853,0.01,NAmerica,290.091
5.918,-1.836,0.003,-0.95,-681.913,0.013,-1.49,-0.093,-9.253,388.796,0.012,-1.366,0.209,0.042,-477.853,0.009,NAmerica,290.091
6.891,-0.993,0.238,-0.075,490.369,0.01,12.15,-0.02,-8.804,-120664.662,0.012,-0.842,0.08,-0.001,473.111,0.009,NAmerica,292.798
1.704,0.099,-0.132,-4.733,290.731,0.009,-0.943,0.254,0.056,508.782,0.021,-1.597,-0.193,-4.564,286.403,0.009,NAmerica,288.835
1.704,-135.166,-0.082,-4.376,-89357.129,0.009,-0.985,0.546,0.285,-94.542,0.015,147.274,-0.132,-4.241,-88221.904,0.009,NAmerica,288.835
2.492,-10.64,0.017,-0.07,-15417.53,0.021,-1.092,0.348,0.104,3338.669,0.028,-2.354,0.486,0.122,-13961.548,0.019,NAmerica,287.37
2.492,17.944,0.251,0.055,-28694.044,0.017,-0.739,0.154,-0.011,473.969,0.016,5.445,0.492,0.144,-27295.985,0.016,NAmerica,287.37
2.552,-10.004,0.167,0.026,-37494.882,0.028,7.925,0.471,0.21,1656.541,0.019,-4.224,0.357,0.09,-36239.737,0.027,NAmerica,278.378
2.552,-0.816,0.123,-0.071,655.897,0.017,-1.043,-0.173,-6.872,-44.572,0.006,-1.41,0.394,0.142,586.861,0.016,NAmerica,278.378
2.298,11.548,0.174,-0.025,9641.864,0.02,-4.615,0.229,-0.859,-7028.385,0.014,-2.832,0.534,0.187,8586.619,0.018,NAmerica,278.613
3.683,-1.483,0.092,-1.975,-27.401,0.003,0.376,0.183,-32.227,-2018.831,0.017,-1.105,0.192,-0.263,-17.856,0.002,NAmerica,285.962
4.782,-1.651,0.003,-0.091,-6482.298,0.011,-1.247,0.033,-0.536,351.837,0.01,-1.62,0.231,0.053,-6038.089,0.01,NAmerica,289.865
5.928,-0.883,0.048,-3.512,-288.693,0.006,-0.537,0.554,0.261,1597.475,0.017,-0.4,0.612,0.348,-109.774,0.002,NAmerica,290.929
3.955,1.311,0.045,-2.353,519.827,0.015,-1.434,0.454,0.17,1090.088,0.02,-0.781,0.051,-0.344,329.118,0.009,NAmerica,290.337
0.992,0.698,0.455,0.183,8248.284,0.018,2.096,0.595,-0.214,-10583.506,0.01,-4.539,0.446,0.198,8171.547,0.018,NAmerica,289.091
1.038,-1.542,0.263,-0.062,1233.44,0.023,-0.243,0.548,-0.253,-2736.272,0.011,-1.701,0.42,0.17,1089.914,0.02,NAmerica,286.66
1.43,-23.851,0.211,-0.681,-12454.286,0.012,-0.74,0.395,0.12,571.412,0.032,0.724,0.532,0.215,-8510.975,0.008,NAmerica,288.769
1.43,-6.582,0.239,-0.542,-3035.489,0.012,1.831,0.334,0.013,1564.565,0.014,-0.579,0.416,0.055,-2376.134,0.009,NAmerica,288.769
2.153,-0.936,0.059,-0.104,639.76,0.036,-0.867,0.526,0.25,-22.081,0.01,-1.619,0.292,0.063,589.406,0.033,NAmerica,276.985
0.962,2.152,0.328,-0.365,1022.365,0.016,-1.077,0.431,0.126,25.811,0.012,0.308,0.461,0.162,800.876,0.012,NAmerica,288.267
1.089,14.002,0.25,0.016,-2351.801,0.022,-1.102,0.439,0.144,22.674,0.013,7.086,0.451,0.2,-2120.191,0.02,NAmerica,287.394
1.239,-0.699,0.252,-0.242,30.776,0.015,-1.546,0.589,0.043,-3217.741,0.01,-0.984,0.425,0.151,25.437,0.012,NAmerica,288.125
1.239,-0.841,0.23,-0.246,27.357,0.015,1.815,0.591,0.027,1471.515,0.01,-0.995,0.435,0.168,22.352,0.012,NAmerica,288.125
1.634,-8.374,0.298,-0.218,-3630.538,0.012,-0.921,0.301,0.068,200.83,0.033,0.326,0.549,0.301,-2749.879,0.009,NAmerica,288.283
1.634,-3.015,0.261,-0.243,1663.168,0.012,-0.612,0.384,0.129,-160.591,0.017,-0.018,0.549,0.302,1246.611,0.009,NAmerica,288.283
2.244,-0.965,0.081,-0.215,475.688,0.037,0.0,0.309,0.095,100.516,0.015,-0.853,0.512,0.128,403.066,0.031,NAmerica,277.236
2.244,-0.571,0.013,-1.05,-597.159,0.026,-0.83,0.265,-0.12,-75.452,0.013,-0.626,0.475,0.184,-376.858,0.017,NAmerica,277.236
2.244,0.204,0.219,0.047,103.146,0.016,-1.788,0.339,-0.297,-2387.432,0.01,-0.81,0.308,0.086,101.014,0.015,NAmerica,277.236
3.528,-0.909,0.122,-0.127,-79.136,0.013,-2.826,0.257,-0.104,-341.092,0.009,-0.848,0.53,0.156,-68.486,0.012,NAmerica,284.475
3.551,-1.631,0.067,-0.991,1767.283,0.013,-0.907,0.477,0.17,108.884,0.024,-0.751,0.278,0.073,1205.866,0.009,NAmerica,288.71
3.664,8.215,0.309,-0.239,-1784.058,0.01,-0.698,0.51,0.234,-1316.562,0.018,7.396,0.404,0.125,-1499.27,0.009,NAmerica,291.036
0.898,-1.014,0.168,-0.191,130.487,0.029,-0.725,0.592,0.335,-72.928,0.014,-1.129,0.459,0.208,106.396,0.024,NAmerica,288.111
0.988,0.922,0.251,-0.155,-35855.095,0.022,-0.296,0.377,0.101,309.312,0.029,23.592,0.461,0.211,-29645.742,0.019,NAmerica,288.216
0.988,-0.269,0.48,0.166,-81.655,0.016,-1.295,0.559,0.255,-1474.596,0.015,-0.343,0.596,0.355,-71.793,0.014,NAmerica,288.216
1.079,-0.107,0.336,0.113,-219.375,0.031,-1.34,0.573,0.315,-1487.832,0.013,-0.907,0.573,0.233,-203.945,0.029,NAmerica,286.793
1.079,-0.237,0.397,0.115,919.675,0.017,-1037.032,0.511,-0.442,230228.695,0.009,-0.007,0.562,0.309,812.59,0.015,NAmerica,286.793
1.055,0.029,0.373,0.041,1393.116,0.016,18.757,0.44,-0.263,-4857.244,0.01,0.036,0.461,0.211,1263.023,0.015,NAmerica,287.478
1.234,112.872,0.173,-1.453,300287.604,0.011,-1.462,0.633,0.4,860.412,0.014,-439.756,0.403,-0.031,194695.413,0.007,NAmerica,288.183
1.234,-3.171,0.186,-1.07,-6219.486,0.012,-4.231,0.537,-0.183,-6468.158,0.01,7.368,0.309,-0.077,-4486.267,0.009,NAmerica,288.183
1.359,-0.211,0.252,-0.057,739.18,0.018,-1.745,0.525,-0.419,-352.457,0.01,-1.424,0.492,0.221,634.518,0.016,NAmerica,288.031
1.397,-13.256,0.199,-0.828,-8040.925,0.013,-0.97,0.239,0.054,984.255,0.035,-1.286,0.524,0.244,-5170.531,0.008,NAmerica,288.008
1.397,0.059,0.226,-0.871,-404.796,0.012,-1.088,0.135,-0.067,55.74,0.019,-1.412,0.487,0.161,-271.082,0.008,NAmerica,288.008
1.777,-74.532,0.161,-0.068,185539.689,0.037,-0.84,0.065,-0.238,369.433,0.013,-32.178,0.502,0.107,169608.808,0.033,NAmerica,274.587
1.711,-1.282,0.082,-0.149,104.217,0.02,-1.255,0.143,-0.05,-476.352,0.016,-1.238,0.328,0.104,92.02,0.018,NAmerica,275.446
1.711,0.937,0.222,-0.299,1366.357,0.013,0.38,-0.063,-2.411,-1425.021,0.012,0.312,0.296,0.07,1156.195,0.011,NAmerica,275.446
2.993,-1.039,0.164,-0.247,-733.847,0.018,2.924,0.153,-0.043,-3575.602,0.019,0.077,0.276,0.071,-633.372,0.016,NAmerica,282.993
3.92,-0.968,-0.017,-0.531,-1277.394,0.008,-1.128,0.345,0.098,-431.858,0.014,0.225,0.024,-0.123,-1093.938,0.007,NAmerica,286.495
2.157,0.705,0.119,-0.114,-853.582,0.019,-30.717,0.497,0.246,1142.348,0.007,0.855,0.27,0.071,-779.424,0.018,NAmerica,280.44
2.157,-0.855,0.045,-0.244,-241.207,0.017,-5.142,0.486,-0.863,-1413.861,0.009,-0.784,0.288,0.082,-207.188,0.014,NAmerica,280.44
2.655,0.103,0.03,-1.092,-293.211,0.012,-1.087,0.237,0.009,-789.462,0.019,1.139,0.438,0.191,-182.339,0.007,NAmerica,283.962
2.655,-6.14,0.309,-1.075,-1491.945,0.01,-0.769,0.252,0.061,-1655.764,0.023,-3.648,0.404,0.129,-966.68,0.006,NAmerica,283.962
2.725,-0.377,0.017,-0.104,-824.754,0.021,-1.027,-0.099,-2.455,-355.234,0.007,-0.102,0.361,0.09,-748.532,0.019,NAmerica,285.339
3.156,-0.828,0.147,-0.081,-254.717,0.025,-0.316,0.725,0.519,4.094,0.007,-0.866,0.327,0.071,-236.186,0.023,NAmerica,286.346
3.924,0.409,-0.053,-7.596,-747.662,0.011,-0.781,0.561,0.266,49.799,0.011,-0.444,0.272,-0.002,-255.252,0.004,NAmerica,284.351
1.264,-0.921,0.075,-4.04,13.81,0.021,49.215,0.208,-0.01,-7645.445,0.024,-0.99,0.396,0.117,5.779,0.009,NAmerica,288.218
0.89,-0.359,0.286,-0.244,64.816,0.015,-6.856,0.529,0.026,1208.331,0.01,-0.894,0.542,0.276,49.464,0.011,NAmerica,287.781
1.05,-0.422,0.402,0.093,-7243.041,0.023,0.218,0.626,0.189,-659.351,0.008,10.93,0.146,-0.028,-7713.194,0.024,NAmerica,287.963
1.208,-11.301,0.328,-0.581,1539.25,0.013,0.476,0.605,0.354,-574.672,0.013,-3.663,0.505,0.209,1089.212,0.009,NAmerica,287.503
1.208,-1.428,0.434,-0.449,-881.589,0.011,-2.317,0.52,0.246,-2790.732,0.028,-0.429,0.546,0.241,-637.827,0.008,NAmerica,287.503
1.834,-0.249,0.281,0.016,-709.166,0.016,-0.178,0.699,0.397,-32.883,0.012,-0.177,0.518,0.22,-631.549,0.014,NAmerica,286.858
1.834,-2.014,0.285,0.081,-3080.84,0.031,-0.043,0.701,0.485,-41.203,0.014,-1.716,0.519,0.135,-2988.074,0.03,NAmerica,286.858
0.964,-14.611,0.309,-1.157,-62.214,0.021,-1.316,0.698,0.45,76.361,0.022,-0.575,0.651,0.398,-32.869,0.012,Asia,285.357
0.964,-16.853,0.266,-0.878,-78.707,0.026,-1.828,0.665,0.442,154.484,0.017,-0.505,0.519,0.255,-49.584,0.017,Asia,285.357
0.964,16.089,0.137,-0.314,117.996,0.034,-7.128,0.594,0.32,2002.844,0.03,-0.939,0.468,0.169,93.847,0.027,Asia,285.357
0.964,43.739,0.254,-0.4,244.717,0.027,-1.017,0.261,0.037,-388.568,0.026,-0.841,0.588,0.273,176.284,0.02,Asia,285.357
0.964,330.211,0.183,-0.132,2584.426,0.039,1.59,-0.06,-4.93,709.737,0.009,0.176,0.532,0.173,2208.876,0.033,Asia,285.357
1.353,-0.64,0.093,-0.08,5311.845,0.029,-1.221,-0.063,-0.693,-3365.38,0.013,-2.141,0.268,0.063,4947.381,0.027,NAmerica,273.441
1.376,-0.231,-0.009,-0.522,-352.58,0.025,0.663,0.105,-1.665,-965.512,0.012,-0.478,0.394,0.124,-267.502,0.019,NAmerica,274.833
1.661,0.165,0.144,-13.934,781.01,0.015,-1.09,0.301,0.087,-957.951,0.023,-2.032,0.211,-1.544,322.368,0.006,NAmerica,277.288
2.854,-2.426,0.157,-0.005,-3573.171,0.011,0.179,-0.145,-0.461,11232.375,0.026,2.843,0.154,0.003,-3559.402,0.011,NAmerica,283.686
3.547,-1.064,-0.078,-0.302,-214.639,0.008,14.509,-0.316,-4.307,-2702.17,0.013,-0.513,0.271,0.069,-181.497,0.007,NAmerica,283.731
2.372,-0.389,0.106,-0.018,-1216.452,0.023,1.024,0.041,-0.183,693.297,0.021,-0.615,0.333,0.082,-1154.805,0.022,NAmerica,279.29
2.261,-9.341,0.407,0.16,36778.755,0.019,0.7,0.113,-0.053,1477.378,0.024,-18.592,0.519,0.195,36008.286,0.019,NAmerica,279.493
2.261,-7.2,0.062,-0.733,1363.432,0.008,4.726,0.054,-0.444,2297.18,0.016,-21.501,-0.035,-0.624,1319.989,0.008,NAmerica,279.493
2.324,0.915,0.226,0.039,3916.006,0.02,-1.946,0.015,-0.074,-6442.261,0.035,-5.771,0.493,0.172,3635.018,0.018,NAmerica,281.171
2.324,-1.941,0.031,-0.105,-3227.953,0.024,0.097,0.08,-0.049,5620.891,0.026,0.863,0.288,0.072,-2958.091,0.022,NAmerica,281.171
2.324,-10.135,0.061,-0.228,-1537.165,0.014,-7.429,0.197,-0.045,-15959.593,0.016,-0.783,0.419,0.172,-1261.909,0.011,NAmerica,281.171
2.324,-6.218,0.055,-0.024,-23003.029,0.033,4.027,0.32,-0.22,-9413.201,0.01,6.873,0.23,0.04,-22275.132,0.032,NAmerica,281.171
2.665,189.417,0.058,-0.021,-957191.442,0.025,-0.996,0.253,0.011,-180.564,0.017,653.756,0.275,0.06,-918380.855,0.024,NAmerica,283.508
2.826,-0.462,0.102,-0.072,-458.863,0.016,-0.275,0.025,-0.557,594.043,0.022,0.055,0.353,0.106,-419.057,0.015,NAmerica,284.58
2.902,-0.922,0.204,-0.57,-103.616,0.012,-5.509,0.225,-0.791,-7227.613,0.012,-0.763,0.451,0.181,-74.83,0.008,NAmerica,284.766
3.139,-0.729,0.097,-0.262,-485.595,0.02,-0.354,0.663,0.408,244.632,0.009,-0.754,0.294,0.075,-415.767,0.017,NAmerica,284.511
4.422,-0.905,0.207,-0.059,489.798,0.018,0.382,-0.044,-2.763,1311.287,0.01,-2.435,-0.128,-0.26,534.303,0.019,NAmerica,286.577
1.714,0.036,0.061,-3.433,-38705.387,0.019,-0.962,0.112,-0.017,-180.839,0.014,58.797,0.274,0.036,-18047.821,0.009,NAmerica,277.274
1.108,-0.844,0.273,-0.455,351.908,0.014,-0.78,0.003,-0.556,202.567,0.022,-0.336,0.441,0.097,277.187,0.011,NAmerica,286.727
2.595,0.22,-0.017,-0.516,774.105,0.006,-0.373,0.107,-1.73,-404.103,0.014,0.148,0.239,0.039,616.424,0.005,NAmerica,286.327
2.576,-1.015,-0.024,-0.751,-497.701,0.018,-0.933,0.026,-0.499,-108.673,0.02,-0.558,0.455,0.198,-336.896,0.012,NAmerica,277.56
1.626,-0.301,0.066,-0.426,977.427,0.021,-0.58,0.188,-0.006,1579.105,0.021,-0.749,0.224,0.048,798.485,0.017,NAmerica,273.018
1.515,-13.753,0.095,-2.251,2947.789,0.015,3.839,0.13,-0.486,-6088.625,0.012,-17.063,0.334,0.072,1574.888,0.008,NAmerica,275.609
1.801,-0.253,0.229,-0.855,453.796,0.022,0.511,0.278,0.066,4508.184,0.019,-1.109,0.316,0.09,317.92,0.015,NAmerica,278.024
1.801,-0.639,0.057,-0.316,5480.837,0.024,-0.95,0.15,-0.014,382.992,0.024,-2.645,0.219,0.048,4662.152,0.02,NAmerica,278.024
2.848,-0.895,0.215,0.027,1836.869,0.01,-0.94,0.177,0.02,264.846,0.021,-3.993,0.401,0.159,1708.236,0.009,NAmerica,283.148
2.903,-1.218,-0.079,-0.09,-1611.017,0.019,-0.123,0.019,-0.172,797.161,0.019,2.376,0.364,0.102,-1462.863,0.018,NAmerica,283.43
2.903,-0.421,0.009,-0.018,4125.704,0.024,0.017,0.172,-0.001,1320.573,0.02,-3.725,0.31,0.066,3950.776,0.023,NAmerica,283.43
3.832,-5.252,0.123,-0.017,4579.548,0.021,-0.643,0.382,0.055,35.746,0.01,-9.515,0.264,0.047,4434.735,0.02,NAmerica,285.095
3.046,-36.031,0.094,-0.069,53138.18,0.018,-0.712,0.295,0.087,148.038,0.018,-5.284,0.439,0.136,47778.77,0.016,NAmerica,279.638
3.046,-0.836,0.154,-0.022,-1734.629,0.019,2.318,0.29,-2.733,-2746.273,0.014,-1.088,0.356,0.095,-1632.907,0.018,NAmerica,279.638
2.608,-0.975,0.226,-0.093,45.353,0.011,-0.597,0.663,0.41,146.258,0.011,-0.923,0.357,0.127,40.542,0.01,NAmerica,279.76
3.007,-0.82,-0.012,-0.047,194.234,0.019,-0.979,0.42,0.165,-143.709,0.008,-1.289,0.316,0.08,182.1,0.018,NAmerica,282.794
3.249,-0.666,-0.029,-4.188,-4118.485,0.016,-1.05,0.317,0.099,39.843,0.041,2.253,0.312,0.075,-1739.062,0.007,NAmerica,281.754
1.2,0.982,0.431,-0.517,-208.427,0.018,-23.153,0.563,-3.869,-116879.555,0.009,-0.657,0.672,0.413,-129.644,0.011,NAmerica,284.54
1.105,-1.117,0.305,-0.455,33.704,0.012,-0.736,0.387,-5.306,-8202.063,0.012,-1.071,0.396,-0.216,30.804,0.011,NAmerica,285.324
1.102,-0.684,0.255,0.051,-328.735,0.047,-0.001,0.284,-2.432,3691.672,0.011,-0.839,0.241,0.057,-327.613,0.047,NAmerica,287.397
1.339,230.545,0.4,-3.025,-106266.825,0.008,-5.979,0.348,-1.85,-17935.775,0.011,103.337,0.477,-0.685,-68767.024,0.005,NAmerica,287.002
1.339,16.207,0.227,-3.532,-6953.275,0.01,-2.245,0.326,0.102,-1756.698,0.014,18.729,0.368,-0.988,-4605.823,0.007,NAmerica,287.002
1.572,-3.406,0.164,-1.137,2913.337,0.009,-1.077,0.044,-0.581,-466.947,0.013,-4.067,0.306,-0.384,2344.557,0.007,NAmerica,286.746
1.572,11.003,0.151,-1.019,-15096.827,0.009,-0.894,-0.059,-0.12,186.523,0.023,14.3,0.337,-0.246,-11857.594,0.007,NAmerica,286.746
2.505,-0.593,0.257,-0.088,1087.018,0.017,-0.804,0.194,-0.026,705.386,0.023,-2.531,0.251,0.034,1023.97,0.016,NAmerica,274.801
3.029,3.478,0.163,-0.102,-18381.078,0.011,0.134,0.339,0.097,212.275,0.021,14.983,0.321,0.103,-16582.668,0.01,NAmerica,283.198
3.634,-2.18,0.029,-0.173,-262.763,0.022,-3.832,0.001,-0.277,4430.525,0.018,-0.473,0.243,0.039,-237.806,0.02,NAmerica,285.105
2.196,-0.896,0.014,-0.175,661.08,0.024,-0.799,0.075,-0.215,-653.897,0.012,-0.802,0.227,0.048,594.881,0.022,NAmerica,279.045
2.196,-3.106,0.136,-0.128,-2812.459,0.024,18.545,0.06,-0.61,7176.14,0.018,-0.745,0.298,0.088,-2529.147,0.022,NAmerica,279.045
2.718,-5.248,-0.002,-0.358,13194.555,0.019,-0.899,-0.05,-0.245,28.607,0.052,-9.436,0.178,0.023,11194.606,0.016,NAmerica,279.695
2.344,-0.319,0.027,-0.36,-786.313,0.014,-1.102,0.677,0.438,-127.003,0.019,0.325,0.1,-0.029,-684.012,0.012,NAmerica,279.6
1.622,-6.55,0.144,-0.112,8536.478,0.02,-1.388,0.633,0.38,333.154,0.026,-4.784,0.266,0.068,7814.369,0.018,NAmerica,277.679
1.879,-0.861,-0.374,-0.636,32.794,0.059,-0.715,0.743,0.436,360.829,0.024,-1.414,-0.138,-0.135,27.308,0.049,NAmerica,289.5
1.879,-1.013,0.199,-0.074,-175.603,0.027,0.249,0.727,0.526,-43.59,0.013,-1.127,0.669,0.295,-142.253,0.022,NAmerica,289.5
1.879,-1.336,0.598,0.341,343.407,0.026,-0.592,0.665,0.441,-15.883,0.013,-1.555,0.698,0.285,357.721,0.027,NAmerica,289.5
1.879,-0.457,0.639,0.368,381.965,0.025,4.094,0.591,0.349,98.925,0.018,-0.41,0.665,0.307,399.943,0.026,NAmerica,289.5
1.879,-0.806,0.692,0.475,-45.874,0.013,-0.441,0.719,0.448,10.218,0.018,-0.173,0.715,0.42,-48.186,0.014,NAmerica,289.5
1.879,-1.034,0.735,0.533,-14.523,0.012,-0.438,0.484,0.217,28.526,0.031,-0.687,0.741,0.448,-15.782,0.013,NAmerica,289.5
1.879,-3.243,0.6,0.339,99.615,0.018,0.718,0.617,0.229,830.436,0.004,0.557,0.474,0.217,108.418,0.019,NAmerica,289.5
1.879,-0.524,0.746,0.523,9.497,0.017,-0.519,0.515,0.254,150.361,0.013,-0.578,0.8,0.41,10.564,0.018,NAmerica,289.5
1.879,-0.531,0.417,0.173,29.315,0.031,51.85,0.485,-7.891,-32420.139,0.009,-0.513,0.451,0.169,29.375,0.032,NAmerica,289.5
1.068,-10.552,0.407,-4.872,3179.919,0.011,56.97,0.521,-3.686,-34342.26,0.009,-4.08,0.623,-3.754,2861.189,0.01,NAmerica,287.107
0.902,-0.823,0.402,0.051,207.377,0.015,0.584,0.602,0.069,-561.006,0.009,-0.469,0.503,0.247,184.765,0.013,NAmerica,286.779
1.2,204.343,0.194,-14.489,-42791.697,0.011,0.101,0.625,0.15,-384.305,0.009,66.8,0.431,-3.597,-23313.363,0.006,NAmerica,286.921
1.2,224.167,0.226,-7.241,-45544.296,0.011,22.746,0.507,0.248,23585.155,0.016,73.326,0.434,-1.786,-26481.685,0.007,NAmerica,286.921
1.443,-0.993,0.363,-0.144,-621.873,0.01,-0.101,0.503,0.239,869.611,0.015,-0.229,0.531,0.274,-495.591,0.008,NAmerica,286.803
1.443,-0.995,0.356,-0.122,-441.566,0.01,-1.027,-0.026,-0.242,283.977,0.015,-0.464,0.58,0.335,-339.923,0.008,NAmerica,286.803
1.832,-17.951,0.288,0.066,26291.783,0.017,-0.96,-0.014,-0.394,69.023,0.013,24.732,0.49,0.215,24100.36,0.016,NAmerica,286.445
1.832,-1.642,0.308,0.079,956.86,0.017,-4.285,0.066,-0.068,-14867.252,0.017,-0.026,0.499,0.224,878.27,0.015,NAmerica,286.445
2.533,-3.657,0.122,-0.208,1905.274,0.015,-1.191,0.354,0.109,1233.313,0.026,-5.873,0.404,0.161,1587.903,0.012,NAmerica,274.562
3.053,-0.768,0.042,-0.237,73.341,0.013,-0.478,0.001,-0.305,866.267,0.024,-0.999,0.123,-0.013,66.371,0.012,NAmerica,283.442
3.527,-1.508,0.003,-0.111,-2897.705,0.017,8.688,0.227,-0.117,14094.385,0.017,0.136,0.369,0.095,-2616.128,0.016,NAmerica,285.028
3.527,-0.393,0.086,-0.026,2854.927,0.026,-7.145,0.099,-1.565,-9784.16,0.012,-5.151,0.447,0.092,2685.765,0.024,NAmerica,285.028
2.173,0.031,-0.005,-0.173,1348.434,0.023,-0.087,0.254,0.026,-2009.727,0.01,-0.35,0.18,0.032,1224.782,0.021,NAmerica,279.968
2.173,0.525,0.117,-0.086,-5628.828,0.017,-1.899,-0.212,-1.045,675.361,0.013,6.396,0.273,0.072,-5202.98,0.016,NAmerica,279.968
2.173,-0.042,0.092,-0.716,-1254.582,0.01,4.273,-0.02,-1.951,2005.049,0.012,1.923,0.191,-0.03,-971.994,0.008,NAmerica,279.968
2.616,-1.649,0.132,-0.051,-361.507,0.01,-3.615,0.032,-0.434,-2618.291,0.024,-0.162,0.374,0.133,-328.288,0.01,NAmerica,282.482
3.272,-1.129,-0.054,-0.201,517.471,0.01,29.666,0.066,-0.183,10550.967,0.034,-1.204,0.194,0.034,464.031,0.009,NAmerica,284.922
2.077,427.47,0.008,-1.231,181286.939,0.013,-10.992,0.626,0.39,-5541.338,0.015,152.932,0.29,0.065,117357.849,0.008,NAmerica,279.776
1.704,0.384,0.225,-0.022,-4108.406,0.02,24.449,0.373,0.104,5345.132,0.023,1.864,0.352,0.104,-3845.072,0.019,NAmerica,278.218
1.306,-4.023,0.209,0.026,10256.022,0.031,4.219,-0.057,-1.829,2503.141,0.019,-4.18,0.332,0.082,9955.871,0.03,NAmerica,278.228
1.306,-1.313,0.109,-0.18,-115.868,0.02,3.089,0.677,0.444,242.191,0.018,-0.915,0.385,0.138,-99.029,0.017,NAmerica,278.228
1.306,-2.264,0.214,0.008,3680.457,0.025,-2.937,0.64,0.104,649.303,0.015,-4.361,0.341,0.092,3521.469,0.024,NAmerica,278.228
1.306,-0.621,0.192,-0.532,1717.215,0.014,-0.17,0.841,0.706,14.31,0.014,-2.953,0.107,-0.098,1454.155,0.012,NAmerica,278.228
1.648,-7.146,0.675,0.369,257.988,0.019,-4.612,0.35,0.087,-94.009,0.024,0.068,0.737,0.505,228.674,0.017,NAmerica,289.497
1.648,-1.305,0.657,-0.293,779.931,0.018,-0.735,0.255,0.062,-20.399,0.048,-2.987,0.652,0.366,546.103,0.013,NAmerica,289.497
1.648,-0.806,0.7,0.48,19.05,0.018,-0.329,0.677,0.445,11.929,0.036,-0.499,0.847,0.685,14.832,0.014,NAmerica,289.497
1.648,6.796,0.414,-0.091,-102.76,0.026,0.03,0.536,0.286,226.334,0.023,-2.219,0.345,0.116,-92.465,0.024,NAmerica,289.497
1.648,-0.612,0.226,-0.022,-21.293,0.05,-0.242,0.891,0.776,-10.131,0.01,-0.591,0.13,0.005,-21.011,0.049,NAmerica,289.497
1.648,-1.353,0.343,0.091,15.273,0.046,0.567,0.273,0.008,-555.309,0.022,-0.848,0.615,0.294,13.46,0.041,NAmerica,289.497
1.648,-0.608,0.648,0.414,204.939,0.021,-3.383,0.647,0.367,321.767,0.011,-0.15,0.538,0.259,230.552,0.023,NAmerica,289.497
1.648,0.183,0.644,0.398,-16.619,0.016,-0.491,0.731,0.44,599.139,0.009,-0.398,0.903,0.761,-10.476,0.01,NAmerica,289.497
1.648,1.419,0.356,-0.065,-575.544,0.023,-11.806,0.677,0.399,2479.987,0.01,-0.118,0.41,0.156,-512.184,0.02,NAmerica,289.497
1.648,-3.351,0.623,-0.032,410.898,0.014,-1.286,0.671,0.444,133.016,0.011,-2.193,0.632,0.361,323.371,0.011,NAmerica,289.497
